transaction_id,user_id,date,transaction_type,category,amount,payment_mode,location,notes
T05672,U107,2020-02-08,expense,travel,4244.0,Cash,ahmedabad,Course fee
T03544,U043,2019-04-16,income,salary,68683.0,Cash,Delhi,Paid electricity bill via app
T08307,U129,2021-08-27,expense,food,52.0,Cash,Bengaluru,
T06238,U036,2022-05-28,expense,food,1143.0,Cash,Bengaluru,Grocery shopping late
T11538,U017,2020-05-25,expense,food,225.0,Cash,Kolkata,Uber to office
T06649,U074,2021-09-09,expense,others,82.0,Cash,Chennai,Gift
T12743,U030,2022-04-06,expense,education,992.0,Card,Delhi,Course fee
T08545,U100,2020-07-02,expense,food,8962.0,UPI,Chennai,Course fee late
T00607,U005,2019-12-29,expense,entertainment,591.0,Cash,Mumbai,Salary
T14210,U107,2019-11-21,expense,food,746.0,Cash,Pune,6WiM7VjSIV1PBvx9JNYn
T13943,U056,2022-12-06,expense,rent,774.0,Cash,Hyderabad,Gift cash
T11402,U125,2019-01-07,expense,utilities,525.0,Bank Transfer,Jaipur,Dinner at resto
T11104,U075,2020-07-05,expense,foood,1316.0,Card,Delhi,Grocery shopping via app
T05532,U083,2021-11-27,expense,entertainment,1463.0,UPI,Lucknow,Doctor visit cash
T06860,U077,2021-06-22,income,salary,45405.0,Cash,Hyderabad,yLMEhzumBaMun
T01701,U141,2020-02-20,expense,rent,26.0,Card,Delhi,Salary via app
T13889,U052,2019-11-17,expense,savings,44.0,Bank Transfr,,Paid electricity bill cash
T09301,U156,2021-02-08,expense,others,1364.0,Card,Ahmedabad,Course fee 
T08787,U049,2021-05-06,expense,savings,117.0,Bank Transfer,Chennai,Gift cash
T11677,U167,2019-03-04,income,salary,69051.0,Cash,Hyderabad,Gift
T02964,U054,2019-01-19,expense,reent,257.0,Card,Jaipur,Uber to office
T10151,U163,2022-11-08,expense,food,338.0,UPI,delhi,
T14814,U080,2020-04-12,expense,education,2523.0,Bank Transfer,lucknow,Salary
T05330,U100,2020-02-23,expense,food,717.0,UPI,mumbai,2zLMWnh03j7qGgL7
T11792,U026,2022-12-07,expense,travel,43.0,Bank Transfer,Chennai,Grocery shopping cash
T10208,U118,2019-01-22,expense,food,274.0,Cash,Chennai,Salary
T06082,U073,2019-01-01,income,bonus,28500.0,Cash,Lucknow,Course fee
T03270,U093,2019-01-28,expense,food,155.0,Card,hyderabad,Uber to office
T09939,U066,2020-07-21,expense,rent,104.0,Card,Lucknow,
T09658,U099,2020-12-09,expense,rent,1177.0,UPI,Hyderabad,Netflix subscription
T13909,U014,2021-09-28,expense,rent,248.0,Cash,Mumbai,Grocery shopping 
T11335,U129,2021-04-09,expense,travel,160.0,UPI,Pune,Grocery shopping late
T11323,U153,2021-07-30,expense,rent,237.0,Card,Kolkata,Uber to office via app
T07882,U009,2021-12-01,expense,entertainment,128.0,Cash,AHMEDABAD,Monthly rent
T02281,U012,2019-04-28,expense,rent,528.0,UPI,Kolkata,Course fee 
T09105,U085,2022-03-01,expense,entertainment,1749.0,Bank Transfer,Jaipur,Netflix subscription
T08587,U108,2019-02-19,income,salary,69025.0,Bank Transfer,Pune,Course fee
T10925,U084,2019-10-13,expense,rent,103.0,Card,Mumbai,Uber to office
T13420,U094,2022-10-10,expense,food,80.0,Card,Kolkata,Uber to office
T13541,U192,2020-11-22,income,bonus,69541.0,Card,Hyderabad,Course fee
T05647,U078,2022-10-06,expense,health,3991.0,UPI,Jaipur,Gift late
T03899,U060,2022-07-30,expense,health,374.0,UPI,Kolkata,Dinner at resto
T10957,U053,2021-10-30,expense,food,258.0,Bank Transfer,Bengaluru,Monthly rent
T12932,U014,2019-07-22,expense,food,70.0,Cash,Jaipur,IK9us8mCURGYbrNTJ
T04637,U154,2019-06-16,expense,food,669.0,Bank Transfer,Jaipur,
T11614,U079,2019-07-30,expense,others,1670.0,Card,Kolkata,Monthly rent
T12543,U174,2019-10-23,income,salary,71102.0,Cash,Chennai,Salary
T08210,U122,2021-07-05,expense,food,219.0,UPI,Ahmedabad,Uber to office late
T13463,U138,2021-12-05,expense,utilities,157.0,UPI,delhi,Uber to office
T08862,U012,2020-11-14,expense,travel,350.0,UPI,Delhi,Netflix subscription
T03827,U022,2020-06-11,expense,retn,88.0,UPI,Kolkata,Grocery shopping
T01239,U184,2021-07-05,expense,entertainment,7993.0,Cash,Lucknow,
T08845,U084,2021-07-22,expense,entertainment,98.0,UPI,Mumbai,Salary
T07040,U151,2021-07-07,expense,rent,520.0,UPI,Chennai,Netflix subscription late
T05305,U086,2022-06-19,expense,food,3100.0,UPI,Delhi,Doctor visit 
T08091,U018,2019-06-19,expense,rent,1258.0,Card,Mumbai,Monthly rent
T13668,U076,2020-12-04,expense,rent,1116.0,Cash,Hyderabad,Uber to office 
T13201,U169,2019-03-26,expense,travel,3108.0,Bank Transfer,Ahmedabad,mmSRiJ97wQUkI3B4gE
T04196,U062,2021-03-07,expense,utilities,632.0,UPI,Kolkata,Salary
T08947,U071,2022-08-25,expense,others,1372.0,UPI,Hyderabad,Gift
T05045,U097,2020-09-30,expense,travel,449.0,Bank Transfer,Ahmedabad,Monthly rent
T12929,U144,2021-06-20,income,bonus,54010.0,Card,Lucknow,Course fee
T00947,U188,2021-07-23,expense,travel,1246.0,Bank Transfer,pune,Paid electricity bill
T12343,U041,2020-02-23,income,other income,83267.0,,Bengaluru,Paid electricity bill
T05292,U089,2021-06-15,expense,food,39.0,,Kolkata,
T14478,U116,2019-04-07,expense,education,93.0,Bank Transfer,,Grocery shopping
T10442,U042,2021-02-05,expense,rent,135.0,Card,Kolkata,Dinner at resto late
T13190,U048,2021-12-02,expense,food,851.0,Cash,Chennai,Gift 
T12959,U161,2020-01-12,expense,rent,100.0,Cash,Delhi,Uber to office
T02772,U149,2020-05-28,expense,travel,221.0,Card,Ahmedabad,Gift
T12824,U084,2019-11-02,expense,rent,626.0,Card,Mumbai,sUMzF12AO
T09064,U075,2019-05-15,expense,savings,371.0,Bank Transfer,Hyderabad,
T14041,U087,2021-04-04,expense,food,410.0,Bank Transfer,Pune,Uber to office
T13138,U179,2019-12-24,expense,food,766.0,Bank Transfer,Hyderabad,ujSgBw0L0eydUCC
T08405,U087,2021-10-21,expense,others,497.0,UPI,Pune,Salary
T14434,U083,2021-06-20,expense,rent,80.0,UPI,Chennai,
T11142,U002,2022-03-01,expense,rent,336.0,Card,Kolkata,Netflix subscription
T01641,U110,2019-11-29,expense,others,535.0,Card,Hyderabad,Grocery shopping cash
T03409,U081,2021-09-16,expense,food,1870.0,Cash,Delhi,Monthly rent
T14140,U001,2021-03-18,expense,food,487.0,Bank Trannsfer,Ahmedabad,Dinner at resto
T07397,U092,2019-10-19,expense,travel,442.0,UPI,Chennai,Course fee
T07131,U086,2020-07-16,expense,travel,182.0,Bank Transfer,Jaipur,Uber to office
T11628,U077,2020-11-30,expense,food,106.0,Card,Ahmedabad,Dinner at resto
T02067,U089,2021-03-26,income,other income,65432.0,Card,Mumbai,
T09201,U059,2021-05-04,expense,food,149.0,Cash,Ahmedabad,Paid electricity bill
T12739,U164,2022-03-14,expense,entertainment,126.0,Card,Hyderabad,Doctor visit late
T13772,U072,2020-04-17,expense,food,343.0,Cash,Hyderabad,Uber to office cash
T03953,U092,2021-12-09,expense,food,117.0,UPI,Delhi,Grocery shopping
T11263,U054,2021-03-11,expense,rent,578.0,,Ahmedabad,Dinner at resto
T12787,U103,2022-03-10,expense,uitlities,717.0,Cash,Mumbai,Course fee
T08885,U079,2019-05-19,expense,food,260.0,UPI,Bengaluru,Doctor visit
T04273,U151,2021-11-26,expense,utilities,93.0,Card,Jaipur,Dinner at resto
T01424,U050,2019-04-22,expense,rent,1579.0,Cash,delhi,Doctor visit via app
T06037,U169,2020-09-09,expense,others,201.0,Card,Ahmedabad,Salary
T14329,U031,2020-06-20,expense,travel,154.0,Cash,Delhi,Gift
T03985,U035,2019-04-23,expense,food,494.0,Cash,Chennai,Grocery shopping
T04004,U058,2022-02-10,expense,utilities,269.0,UPI,Bengaluru,Doctor visit
T07865,U059,2020-03-31,expense,rent,1046.0,ard,Mumbai,O6bcnjjYb9S6RU
T00347,U080,2020-02-07,expense,ssavings,2276.0,Cash,Hyderabad,Monthly rent late
T07737,U035,2021-09-03,expense,savings,305.0,Bank Transfer,Ahmedabad,
T05297,U021,2020-05-09,income,bonus,83971.0,Card,Pune,Paid electricity bill
T11533,U121,2020-02-16,expense,food,1096.0,Bank Transfer,Lucknow,Doctor visit
T05096,U191,2020-01-23,expense,rent,472.0,Cash,jaipur,Course fee cash
T06771,U095,2019-01-16,expense,rent,364.0,Card,Chennai,Grocery shopping
T14335,U021,2019-08-11,expense,rent,132.0,Cash,Chennai,Doctor visit via app
T05884,U050,2020-07-15,expense,travel,405.0,Cash,Delhi,
T07463,U131,2022-02-18,income,other income,59424.0,Card,Ahmedabad,Course fee late
T03643,U038,2019-12-29,expense,ttravel,2502.0,Cash,Kolkata,Salary
T03709,U035,2022-02-28,expense,utilities,377.0,Bank Transfer,Delhi,Grocery shopping
T05981,U175,2021-12-08,expense,entertainment,3479.0,UPI,Ahmedabad,Netflix subscription via app
T12860,U132,2021-04-08,expense,food,588.0,Card,,Monthly rent
T13254,U185,2021-05-07,income,bonus,50395.0,Cash,Hyderabad,Dinner at resto cash
T04048,U176,2020-08-28,expense,travel,100.0,Bank Transfer,Pune,
T04097,U047,2021-03-23,expense,food,158.0,Bank Transfer,kolkata,Salary
T13212,U010,2020-03-06,expense,,159.0,Card,Bengaluru,Salary
T12675,U065,2022-01-08,income,salary,84815.0,Bank Transfer,Lucknow,Paid electricity bill
T09917,U089,2022-05-17,expense,,470.0,Card,Bengaluru,Netflix subscription
T04351,U103,2021-04-24,income,salary,66139.0,Bank Transfer,Jaipur,Paid electricity bill
T07869,U042,2019-09-11,expense,food,352.0,Cash,Delhi,Grocery shopping
T02317,U022,2020-07-23,expense,rent,169.0,UPI,kolkata,Uber to office cash
T11707,U094,2019-07-05,expense,food,246.0,Bank Transfer,Kolkata,Paid electricity bill 
T14343,U076,2020-05-20,income,other income,57479.0,Card,Lucknow,Dinner at resto
T01436,U002,2020-01-15,expense,savings,1014.0,UI,Ahmedabad,Gift
T09678,U145,2019-05-17,expense,travel,110.0,UPI,,Salary
T09081,U062,2021-02-10,expense,food,123.0,Bank Transfer,Chennai,Grocery shopping
T12133,U101,2019-02-14,expense,rent,699.0,Card,Lucknow,POjsz0KTKSeYGj6g49b
T02971,U087,2019-09-02,expense,others,1274.0,UPI,Mumbai,Doctor visit
T00388,U163,2020-01-10,income,onus,58567.0,Card,Pune,Monthly rent
T00941,U010,2021-03-30,expense,travel,114.0,UPI,Hyderabad,Uber to office
T03335,U016,2020-12-15,expense,savings,160.0,Card,,Netflix subscription
T06644,U040,2019-02-17,expense,food,2414.0,Card,Hyderabad,
T13478,U188,2019-05-23,expense,travel,423.0,Card,Delhi,sfB51hjfmMRG8ksj
T12442,U059,2019-07-23,expense,rent,108.0,Bank Transfer,Bengaluru,Dinner at resto
T08595,U016,2020-12-31,income,bonus,35484.0,UPI,Pune,Course fee via app
T00975,U164,2020-03-13,expense,rent,111.0,Card,Pune,Grocery shopping late
T13828,U065,2022-10-09,expense,rent,327.0,Cash,Mumbai,Salary via app
T05535,U178,2019-02-13,expense,food,206.0,Bank Transfer,Delhi,Gift
T12619,U092,2021-11-01,expense,entertainment,686.0,UPI,Chennai,Course fee
T01798,U088,2022-11-11,expense,rent,882.0,Card,Hyderabad,Dinner at resto
T00797,U157,2021-11-19,expense,education,223.0,Card,Kolkata,Gift
T09466,U032,2022-12-31,expense,entertainment,2215.0,Bank Transfer,Bengaluru,
T04721,U177,2019-12-30,expense,entertainment,2547.0,Bank Transfer,pune,Uber to office via app
T12429,U136,2021-03-27,expense,savings,2378.0,Card,Chennai,Dinner at resto
T02054,U043,2022-11-17,expense,,229.0,Card,Lucknow,Salary via app
T12315,U034,2020-04-11,expense,food,372.0,UPI,Kolkata,Netflix subscription 
T07910,U014,2019-02-26,expense,food,118.0,Card,Hyderabad,qU9bOAfrXAL9By1l
T02467,U038,2020-01-09,expense,rent,2267.0,UPI,Ahmedabad,
T09734,U141,2020-08-12,income,salary,34458.0,Card,,Uber to office via app
T02968,U034,2021-08-25,expense,food,66.0,UPI,Delhi,
T11994,U085,2019-01-19,income,bonus,44995.0,Bank Transfer,bengaluru,Salary
T09872,U014,2019-03-10,expense,food,70.0,Bank Transfer,lucknow,Paid electricity bill cash
T13319,U155,2022-04-07,expense,rent,293.0,Bank Transfer,Kolkata,Paid electricity bill
T02615,U014,2022-08-03,expense,rent,384.0,Bank Transfer,delhi,iHHnqfUc3qRCQZfxsHp8
T11863,U182,2021-03-08,expense,,33.0,,Kolkata,Monthly rent
T03621,U192,2022-02-02,expense,food,57.0,Cash,Delhi,Salary
T09751,U114,2020-01-22,expense,otherrs,155.0,Cash,Delhi,Salary
T09018,U181,2021-04-01,income,salary,73760.0,UPI,Jaipur,
T08690,U018,2021-04-29,expense,utilities,1125.0,Card,,Uber to office
T02798,U035,2019-03-01,expense,rent,977.0,UPI,Hyderabad,Gift
T02591,U045,2019-09-09,income,bonus,65529.0,Card,Bengaluru,Netflix subscription
T01062,U039,2022-01-12,expense,rent,2279.0,Card,Jaipur,Gift
T06809,U051,2020-04-04,expense,food,105.0,Card,Kolkata,Dinner at resto
T14869,U073,2020-07-23,expense,ernt,842.0,UPI,Kolkata,
T05670,U179,2021-06-17,expense,rent,142.0,Cash,Hyderabad,Uber to office
T11085,U078,2022-12-18,income,salary,30957.0,Bank Transfer,Hyderabad,iD9bBr5Fax0Xb
T01056,U132,2022-02-22,income,bonus,45439.0,Cash,Delhi,Salary late
T03032,U085,2019-10-06,expense,travel,292.0,Card,Chennai,Salary via app
T07222,U041,2019-08-17,income,other income,64523.0,Card,Lucknow,Doctor visit
T00633,U046,2020-11-28,expense,savings,125.0,Card,,
T05081,U070,2020-09-29,expense,rent,996.0,Bank Transfer,Lucknow,Salary cash
T08430,U105,2019-01-26,expense,education,513.0,Bank Transfer,Chennai,Uber to office late
T04218,U083,2019-04-16,expense,food,458.0,Cash,,Doctor visit 
T02336,U009,2022-09-28,expense,rent,2617.0,Cash,Jaipur,Monthly rent late
T10907,U095,2021-11-19,expense,travel,145.0,UPI,Lucknow,Paid electricity bill via app
T14276,U052,2022-04-23,expense,utilities,692.0,Cash,Mumbai,
T02774,U060,2020-04-30,expense,travel,420.0,Card,ahmedabad,Uber to office
T09880,U155,2021-07-17,expense,utilitie,68.0,UPI,Jaipur,Gift
T12323,U124,2019-04-27,expense,rent,980.0,UPI,Pune,Course fee
T13713,U135,2022-03-30,expense,entertainment,164.0,Bank Transfer,Ahmedabad,Uber to office
T04653,U093,2022-04-25,income,salary,43257.0,Cash,hyderabad,
T14689,U077,2020-11-08,expense,rent,918.0,Cash,Mumbai,Salary
T00486,U171,2019-06-16,expense,food,2104.0,Cash,Bengaluru,Netflix subscription
T06743,U011,2019-08-16,income,salary,61099.0,Bank Transfer,Delhi,Salary
T09543,U085,2020-05-05,expense,travel,250.0,Bank Transfer,Bengaluru,Doctor visit
T13286,U082,2019-08-07,expense,savings,236.0,Bank Transfer,Mumbai,Paid electricity bill 
T11115,U099,2020-05-20,expense,entertainment,98.0,Bank Transfer,KOLKATA,Netflix subscription
T02863,U140,2022-12-24,expense,food,52.0,Bank Transfer,Chennai,Grocery shopping 
T08964,U104,2022-08-09,expense,entertainment,238.0,Cash,Ahmedabad,Grocery shopping
T09153,U092,2020-11-07,income,saary,57357.0,UPI,Chennai,Dinner at resto
T04435,U104,2020-02-19,expense,,4660.0,Card,Mumbai,
T01861,U027,2021-08-12,expense,health,349.0,Bank Transfer,Pune,Gift late
T10701,U097,2021-05-02,expense,utilities,1334.0,UPI,Delhi,Dinner at resto
T03099,U050,2021-04-25,expense,foo,191.0,Card,Bengaluru,4YzMGoFJuaqFYAtEn5
T07656,U073,2019-10-30,expense,rent,228.0,Bank Transfer,JAIPUR,Grocery shopping via app
T04750,U138,2020-12-08,expense,utilities,578.0,Cash,Mumbai,
T11771,U006,2020-11-04,expense,food,309.0,UPI,Hyderabad,Salary
T07334,U150,2021-01-08,expense,others,2066.0,Card,Ahmedabad,Salary
T09388,U079,2020-02-24,expense,food,16.0,,Lucknow,Paid electricity bill
T08374,U033,2021-12-10,expense,entertainment,349.0,Card,Mumbai,Dinner at resto cash
T00588,U171,2019-07-06,expense,food,138.0,Card,chennai,Uber to office cash
T10004,U163,2022-07-15,expense,food,198.0,Card,Chennai,Uber to office
T05445,U141,2022-07-08,expense,rent,256.0,Card,Hyderabad,Monthly rent
T09083,U057,2019-05-25,expense,utilitiess,546.0,Cash,Bengaluru,Uber to office late
T04986,U153,2019-11-10,expense,savings,607.0,UPI,Delhi,Grocery shopping 
T01671,U182,2019-02-07,income,other income,74790.0,Bank Transfer,Hyderabad,Grocery shopping via app
T14854,U048,2022-06-07,expense,food,3843.0,Bank Transfer,,Monthly rent
T05833,U078,2020-08-24,expense,entertainment,77.0,Cash,ahmedabad,Gift late
T12850,U067,2019-12-15,expense,travel,33.0,Bank Transfer,Kolkata,9qdfmmq0h77
T03026,U033,2022-01-31,expense,fod,30.0,Cash,jaipur,Netflix subscription 
T10052,U136,2022-09-28,expense,eentertainment,116.0,UPI,Lucknow,Uber to office
T14433,U078,2019-10-09,expense,rent,778.0,UPI,Jaipur,
T00040,U137,2019-10-23,expense,entertainment,1438.0,Cash,Ahmedabad,Gift
T14505,U163,2021-12-13,expense,ffood,1106.0,Cash,Mumbai,Grocery shopping
T01143,U117,2021-10-21,expense,travel,260.0,Card,Chennai,Grocery shopping
T10683,U183,2019-05-19,expense,food,1289.0,UPI,Mumbai,Gift via app
T14161,U030,2019-05-31,expense,entertainment,854.0,Card,Bengaluru,Monthly rent via app
T03881,U030,2021-12-03,expense,rent,116.0,Bank Transfer,Delhi,Grocery shopping
T04318,U021,2020-11-10,expense,savings,105.0,UPI,Pune,Netflix subscription
T04307,U076,2019-07-30,expense,food,76.0,Bank Transfer,Jaipur,Salary cash
T02924,U168,2019-06-03,expense,food,1713.0,UPI,Lucknow,iT7C9PcFs7B3
T05007,U136,2022-06-23,expense,travel,1915.0,Cash,Ahmedabad,L01zdhyI2hztZ
T00496,U108,2020-12-20,expense,travel,946.0,Cash,,Salary
T10630,U157,2022-08-17,income,bonus,93079.0,UPI,Lucknow,aOHbBN379r6VQEk
T10906,U025,2019-04-16,expense,food,204.0,Card,Pune,Paid electricity bill
T06640,U173,2021-09-13,expense,rent,230.0,UPI,Kolkata,Course fee
T08359,U001,2019-08-06,income,salary,54358.0,UPI,Kolkata,Salary
T09268,U028,2021-05-18,expense,food,-302.0,Bank Transfer,Mumbai,
T07230,U150,2022-12-05,expense,rent,292.0,Bank Transfer,Lucknow,Course fee
T12201,U191,2021-09-06,expense,rent,2620.0,Cash,Pune,Uber to office
T00048,U175,2021-09-13,expense,utilities,1167.0,Bank Transfer,Lucknow,Doctor visit
T13556,U061,2021-05-31,expense,utilities,72.0,Card,Ahmedabad,Gift via app
T01497,U050,2021-03-01,expense,food,769.0,Bank Transfer,,Ng7AU2apyHhIGyUzbJ
T05059,U103,2020-05-15,expense,entertainment,183.0,UPI,Mumbai,Gift
T04735,U102,2021-06-12,expense,utilities,519.0,UPI,Delhi,Course fee late
T06802,U015,2019-07-31,expense,utillities,37.0,Cash,Delhi,Netflix subscription cash
T04661,U096,2022-10-06,expense,food,169.0,Cash,Hyderabad,Paid electricity bill
T13414,U077,2022-10-31,expense,rent,364.0,Cassh,Ahmedabad,Gift
T03627,U162,2021-08-12,expense,entertainment,41.0,UPI,Chennai,Doctor visit late
T09859,U101,2021-11-29,expense,food,1148.0,,,
T05463,U158,2019-10-08,expense,food,108.0,Bank Transferr,Lucknow,
T05542,U039,2022-07-21,income,salary,67973.0,UPI,chennai,Gift late
T14596,U028,2020-03-09,income,salary,64366.0,Bank Transfer,Kolkata,Uber to office late
T11971,U023,2022-05-08,expense,travel,1675.0,Card,bengaluru,Gift
T03081,U134,2019-09-27,income,other income,52781.0,Card,Pune,Uber to office
T13739,U105,2019-07-01,expense,rent,96.0,UPI,Lucknow,Doctor visit
T09391,U141,2022-12-20,expense,food,164.0,UPI,Jaipur,Grocery shopping
T00696,U159,2019-05-22,expense,food,44.0,Bank Transfer,Jaipur,Gift
T10057,U190,2022-03-16,expense,food,69.0,UPI,mumbai,Course fee
T12740,U108,2022-08-16,expense,,335.0,UPI,Pune,Paid electricity bill
T11543,U047,2021-08-12,income,salary,76398.0,UPI,Hyderabad,Doctor visit via app
T01502,U113,2022-04-07,expense,food,508.0,UPI,Ahmedabad,Salary
T00031,U065,2021-07-23,income,other income,53739.0,Cash,Chennai,Uber to office
T04011,U064,2019-10-29,expense,utilities,948.0,Card,Mumbai,Course fee cash
T09388,U079,2020-02-24,expense,food,16.0,,Lucknow,Paid electricity bill
T06851,U016,2019-10-14,expense,food,78.0,Card,Jaipur,Paid electricity bill
T02989,U009,2021-07-30,expense,rent,507.0,Card,Ahmedabad,Monthly rent cash
T08581,U063,2020-01-15,expense,rent,199.0,Cash,Mumbai,Grocery shopping
T01856,U134,2019-03-25,expense,food,298.0,Cash,Kolkata,Salary
T12793,U089,2022-09-13,expense,travel,165.0,Card,Lucknow,Gift 
T05622,U097,2019-08-21,expense,rent,123.0,Cash,Bengaluru,Gift
T12272,U041,2021-12-13,expense,travel,30.0,Bank Transfer,Hyderabad,Dinner at resto cash
T12757,U176,2022-07-14,expense,savings,93.0,Bank Transfer,Bengaluru,Gift
T05163,U009,2019-02-12,expense,rent,2285.0,Bank Transfer,Pune,
T10154,U060,2019-02-26,expense,utiities,430.0,Card,Chennai,Doctor visit
T05391,U153,2019-11-23,expense,travel,259.0,Card,Delhi,Doctor visit
T10860,U129,2022-09-02,expense,utilities,118.0,Cash,Ahmedabad,Uber to office
T01848,U053,2019-10-13,expense,rent,273.0,Cash,Mumbai,Dinner at resto 
T00564,U105,2019-07-12,expense,savings,127.0,Bank Transfer,Bengaluru,Paid electricity bill 
T08691,U146,2019-10-06,expense,utilities,1033.0,Bank Transfer,ahmedabad,Uber to office
T13070,U147,2019-10-06,expense,ren,244.0,Card,pune,Uber to office
T12179,U111,2019-07-17,expense,utilities,517.0,Cash,Kolkata,Doctor visit
T12766,U129,2021-01-03,expense,travel,581.0,Cash,Chennai,Grocery shopping
T03625,U145,2019-07-14,expense,travel,232.0,Bank Transfer,Mumbai,Course fee
T11395,U041,2019-11-11,income,bonus,53536.0,Cash,Mumbai,Netflix subscription
T11704,U122,2021-09-28,expense,health,892.0,Card,Pune,Netflix subscription 
T03688,U047,2020-11-20,expense,food,477.0,Bank Transfer,Bengaluru,
T10711,U082,2021-01-10,expense,ffood,2913.0,,Lucknow,Doctor visit
T11147,U096,2021-12-09,expense,food,130.0,UPI,Hyderabad,Paid electricity bill
T05099,U111,2021-10-25,expense,travel,201.0,UPI,Kolkata,
T02747,U027,2022-09-08,expense,rent,1201.0,Card,Delhi,Dinner at resto
T02349,U037,2019-08-27,expense,food,2242.0,UPI,Delhi,Uber to office
T08377,U180,2021-07-29,expense,rent,39.0,Bank Transfer,Delhi,Monthly rent 
T03202,U140,2022-03-26,expense,food,195.0,UPI,Chennai,Doctor visit
T11769,U163,2022-06-28,expense,utilities,822.0,Card,Ahmedabad,Paid electricity bill
T02422,U175,2019-05-07,expense,rent,2568.0,UPI,Chennai,Grocery shopping
T09883,U191,2020-05-11,expense,travel,166.0,Bank Transfer,Hyderabad,Netflix subscription
T03235,U100,2019-12-05,expense,rent,943.0,UPI,Pune,PZDWIncKfwD90VSgk
T03450,U058,2019-06-02,income,other income,41290.0,UPI,Bengaluru,Netflix subscription late
T10226,U011,2019-02-21,expense,rent,244.0,Bank Transfer,Kolkata,TMdaq4hl2rzjm04j
T10981,U076,2021-12-13,expense,rent,347.0,,Delhi,Gift
T01438,U065,2022-10-08,expense,utilities,675.0,Bank Transfer,hyderabad,Doctor visit
T12437,U122,2020-08-07,expense,food,517.0,UPI,Delhi,Doctor visit via app
T11987,U054,2022-07-16,expense,travel,173.0,,Chennai,Netflix subscription 
T05294,U061,2020-06-04,expense,utilitie,1635.0,Bank Transfer,Hyderabad,Monthly rent
T06688,U076,2022-12-16,expense,rent,231.0,Cash,Delhi,Course fee
T10827,U183,2020-10-04,expense,food,241.0,UPI,chennai,XFjR6G5OsOvToW8QF
T13964,U054,2020-07-06,expense,utilities,153.0,Cash,Mumbai,Doctor visit late
T00651,U098,2019-03-04,income,other income,42147.0,Bank Transfer,Pune,Uber to office
T02361,U087,2022-06-24,expense,travel,564.0,UPI,Delhi,Doctor visit late
T00675,U158,2022-12-09,expense,entertainment,14.0,Card,Jaipur,Uber to office
T07000,U060,2021-12-07,income,bonus,46259.0,UPI,Lucknow,Salary 
T00388,U163,2020-01-10,income,onus,58567.0,Card,Pune,Monthly rent
T05129,U139,2019-08-18,expense,food,289.0,Bank Transfer,Jaipur,Monthly rent
T01474,U160,2020-09-21,expense,rent,64.0,Bank Transfer,Lucknow,Uber to office 
T03531,U014,2021-03-29,expense,food,1398.0,UPI,Lucknow,Doctor visit
T05461,U078,2020-05-06,expense,utilities,3336.0,Bank Transfer,Bengaluru,Gift
T04411,U027,2021-08-30,expense,entertainment,120.0,Bank Transfer,Jaipur,Doctor visit
T03091,U019,2019-01-28,expense,rent,104.0,Cash,Bengaluru,Gift
T13994,U191,2022-04-08,expense,travel,306.0,Card,Lucknow,Doctor visit
T07982,U182,2020-08-17,expense,food,144.0,Card,Hyderabad,QPiy4huoA0Jw
T02465,U026,2022-01-28,expense,rent,12092.0,Card,Mumbai,Grocery shopping
T03945,U172,2022-01-06,expense,entertainment,213.0,Cash,Delhi,Salary late
T08402,U118,2021-05-12,expense,rent,632.0,UPI,Mumbai,Monthly rent
T05411,U019,2019-09-18,expense,travel,854.0,Bank Transfer,Jaipur,Gift
T08832,U033,2020-01-07,expense,food,858.0,Cash,Hyderabad,Gift late
T14980,U069,2021-12-07,income,other income,18089.0,Card,Kolkata,FoqvcgvAIU6I
T07487,U040,2020-11-27,expense,savings,1144.0,Bank Transfer,Pune,Doctor visit
T11921,U083,2020-09-04,expense,utiliies,162.0,Bank Transfer,Lucknow,Monthly rent via app
T14492,U192,2021-10-23,expense,rent,193.0,Card,chennai,Doctor visit
T00684,U103,2020-10-22,expense,travel,823.0,UPI,Mumbai,
T06002,U125,2019-09-06,expense,travel,2308.0,UPI,Ahmedabad,Doctor visit
T13015,U016,2021-03-11,expense,rent,162.0,Cash,Chennai,Uber to office
T07936,U128,2020-10-31,expense,rent,446.0,Card,Lucknow,Grocery shopping
T02920,U017,2020-05-25,expense,food,225.0,Cash,Kolkata,Uber to office
T14233,U146,2021-01-11,expense,rent,331.0,Card,Ahmedabad,Uber to office cash
T06265,U163,2019-03-05,income,salary,63985.0,Bank Transfer,Chennai,Uber to office cash
T12721,U164,2020-11-26,expense,travel,277.0,Card,Bengaluru,
T03429,U167,2019-06-30,expense,rent,133.0,Bank Transfer,Hyderabad,Gift
T09304,U186,2022-03-01,expense,,642.0,Cash,Kolkata,Doctor visit
T03107,U111,2022-03-07,expense,education,731.0,Card,Jaipur,Grocery shopping
T12204,U131,2020-11-22,expense,rent,241.0,UPI,Mumbai,Doctor visit
T06757,U035,2019-04-17,expense,food,469.0,Cash,Kolkata,Uber to office
T11334,U151,2019-07-09,expense,travel,653.0,UPI,Lucknow,Salary
T14901,U128,2019-09-11,expense,rent,91.0,Bank Transfer,Lucknow,Salary late
T11599,U001,2022-05-04,expense,food,240.0,Card,LUCKNOW,Monthly rent
T11346,U027,2022-07-14,expense,travel,1950.0,Cash,Pune,Course fee late
